Commodity_ID,Country_Name,HS_Code,HS_Suffix,HS_Version,Description,Short_Description,CommodityClass_Name,CommodityClass_Code,shared_group_code,Country_Code
"938","European Union","","","","Biofuel","Biofuel","Biofuel (unspecified)","7","","999000"
"939","European Union","","","","Bran, sharps and other residues, whether or not in the form of pellets derived from the sifting, milling or other working of cereals : - Of wheat; - Of Other cereals","Bran, sharps and other residues derived from the sifting, milling or other working of wheat (-)","Wheat","1","EECQ041","999000"
"940","European Union","","","","Broken rice","Broken rice","Rice","2","EECQ092","999000"
"941","European Union","","","","Broken rice","Broken rice","Rice","2","EECQ094","999000"
"942","European Union","","","","Broken rice, intended for the production of foodstuffs of subheading 1901 10 00","Broken rice, intended for the production of foodstuffs of subheading 1901 10 00","Rice","2","EECQ033","999000"
"943","European Union","","","","Coarse grains","Coarse grains","Maize + Rice + Wheat","11","EECX002","999000"
"944","European Union","","","","Durum wheat (with a minimum vitreous kernel content of 73 %)","Durum wheat (with a minimum vitreous kernel content of 73 %)","Wheat","1","EECQ080","999000"
"945","European Union","","","","Ethanol","Ethanol","Ethanol","5","","999000"
"946","European Union","","","","Husked (brown) rice","Husked (brown) rice","Rice","2","EECQ083","999000"
"947","European Union","","","","Husked (brown) rice","Husked (brown) rice","Rice","2","EECQ100","999000"
"948","European Union","","","","Maize","Maize","Maize","3","EECQ099","999000"
"949","European Union","","","","Other maize","Other maize","Maize","3","EECQ031","999000"
"950","European Union","","","","Other maize","Other maize","Maize","3","EECQ082","999000"
"951","European Union","","","","Other spelt, medium and low quality common wheat and meslin","Other spelt, medium and low quality common wheat and meslin","Wheat","1","EECQ089","999000"
"952","European Union","","","","Paddy rice","Paddy rice","Rice","2","EECQ093","999000"
"953","European Union","","","","Quality wheat","Quality wheat","Wheat","1","EECQ079","999000"
"954","European Union","","","","Rice","Rice","Rice","2","EECX003","999000"
"955","European Union","","","","Semi-milled or wholly milled rice","Semi-milled or wholly milled rice","Rice","2","EECQ084","999000"
"956","European Union","","","","Wheat and wheat flour","Wheat and wheat flour","Wheat","1","EECX001","999000"
"960","France","","","","Biodiesel","Biodiesel","Biodiesel","6","","85"
"961","France","","","","Biofuel","Biofuel","Biofuel (unspecified)","7","","85"
"962","France","","","","Ethanol","Ethanol","Ethanol","5","","85"
"963","Germany","","","","Biodiesel","Biodiesel","Biodiesel","6","","93"
"965","Germany","","","","Biofuel","Biofuel","Biofuel (unspecified)","7","","93"
"966","Germany","","","","Ethanol, E70 and higher blends","Ethanol, E70 and higher blends","Ethanol","5","","93"
"978","India","10051000","","HS2012","Maize (corn). - Seed.","Maize (corn) seed","Maize","3","","115"
"979","India","10059000","","HS2012","Maize (corn). - Other.","Maize (corn)","Maize","3","","115"
"980","India","10061010","","HS2012","Rice. - Rice in the husk (paddy or rough). -- Of seed quality.","(-) Rice in the husk (paddy or rough) of seed quality","Rice","2","","115"
"981","India","10061090","","HS2012","Rice. - Rice in the husk (paddy or rough). -- Other.","(-) Rice in the husk (paddy or rough)","Rice","2","","115"
"982","India","10062000","","HS2012","Rice. - Husked (brown) rice.","(-) Husked (brown) rice","Rice","2","","115"
"983","India","10063010","","HS2012","Rice. - Semi-milled or wholly milled rice, whether or not polished or glazed. -- Parboiled.","(-) Semi/wholly milled parboiled rice","Rice","2","","115"
"984","India","10063020","","HS2012","Rice. - Semi-milled or wholly milled rice, whether or not polished or glazed. -- Basmati.","(-) Semi/wholly milled Basmati rice","Rice","2","","115"
"985","India","10063090","","HS2012","Rice. - Semi-milled or wholly milled rice, whether or not polished or glazed. -- Other.","(-) Semi/wholly milled rice","Rice","2","","115"
"986","India","10064000","","HS2012","Rice. - Broken rice.","Rice. - Broken rice","Rice","2","","115"
"1005","India","15071000","","HS2012","Soya-bean oil and its fractions, whether or not refined, but not chemically modified. - Crude oil, whether or not degummed.","(-) Crude oil of soya-bean","Soybeans","4","","115"
"1006","India","15079010","","HS2012","Soya-bean oil and its fractions, whether or not refined, but not chemically modified. - Other. -- Edible grade.","Soya-bean oil and its fractions (-). Edible grade","Soybeans","4","","115"
"1007","India","15079090","","HS2012","Soya-bean oil and its fractions, whether or not refined, but not chemically modified. - Other. -- Other.","Soya-bean oil and its fractions (-)","Soybeans","4","","115"
"1008","India","15152100","","HS2012","Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified. - Maize (corn) oil and its fractions : -- Crude oil.","(-) Maize (corn) crude oil","Maize","3","","115"
"1009","India","15152910","","HS2012","Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified. - Maize (corn) oil and its fractions : -- Other. --- Edible grade.","(-) Maize (corn) oil and its fractions. Edible grade","Maize","3","","115"
"1010","India","15152990","","HS2012","Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified. - Maize (corn) oil and its fractions : -- Other. --- Other.","(-) Maize (corn) oil and its fractions (-)","Maize","3","","115"
"1032","India","","","","Biodiesel","Biodiesel","Biodiesel","6","","115"
"1033","India","","","","Biofuel","Biofuel","Biofuel (unspecified)","7","","115"
"1034","India","","","","Edible oils","Edible oils","Maize + Soybeans","10","INDR004","115"
"1035","India","","","","Ethanol","Ethanol","Ethanol","5","","115"
"1036","India","","","","Maize (corn), other","Maize (corn), other","Maize","3","INDQ002","115"
"1037","India","","","","Non-basmati rice, excluding seed quality rice","Non-basmati rice, excluding seed quality rice","Rice","2","INDR003","115"
"1038","India","","","","Non-basmati rice","Non-basmati rice","Rice","2","INDR002","115"
"1039","India","","","","Wheat","Wheat","Wheat","1","INDR001","115"
"1048","Indonesia","1006100000","","HS2007","Rice. - Rice in the husk (paddy or rough).","(-) Rice in the husk (paddy or rough)","Rice","2","","116"
"1053","Indonesia","1006301900","","HS2007","Rice. - Semi-milled or wholly milled rice, whether or not polished or glazed. -- Fragrant rice : --- Other","(-) Semi/wholly milled fragrant rice","Rice","2","","116"
"1055","Indonesia","1006303000","","HS2007","Rice. - Semi-milled or wholly milled rice, whether or not polished or glazed. -- Glutinous rice (pulot).","(-) Semi/wholly milled glutinous rice","Rice","2","","116"
"1056","Indonesia","1006309000","","HS2007","Rice. - Semi-milled or wholly milled rice, whether or not polished or glazed. -- Other.","(-) Semi/wholly milled rice","Rice","2","","116"
"1101","Indonesia","","","","Biodiesel","Biodiesel","Biodiesel","6","","116"
"1102","Indonesia","","","","Biofuel","Biofuel","Biofuel (unspecified)","7","","116"
"1103","Indonesia","","","","Ethanol","Ethanol","Ethanol","5","","116"
"1104","Indonesia","","","","Rice","Rice","Rice","2","IDNQ002","116"
"1105","Indonesia","","","","Rice","Rice","Rice","2","IDNX001","116"
"1106","Italy","","","","Biofuel","Biofuel","Biofuel (unspecified)","7","","122"
"1205","Japan","","","","Ethanol","Ethanol","Ethanol","5","","126"
"1206","Japan","","","","Ethanol, E3 up to E10","Ethanol, E3 up to E10","Ethanol","5","","126"
"1207","Japan","","","","Rice and its worked and/or prepared products","Rice and its worked and/or prepared products","Rice","2","JPNQ016","126"
"1208","Japan","","","","Starches, inulin, and their preparations","Starches, inulin, and their preparations","Maize","3","JPNQ017","126"
"1209","Japan","","","","Wheat, meslin, triticale and their processed products","Wheat, meslin, triticale and their processed products","Wheat","1","JPNQ014","126"
"1210","Kazakhstan","","","","Bioethanol - ethanol produced from plant material used as a biofuel, subjected to denaturation","Ethanol","Ethanol","5","","132"
"1211","Kazakhstan","","","","Biofuel","Biofuel","Biofuel (unspecified)","7","","132"
"1212","Kazakhstan","","","","Fuel produced from raw materials of biological origin","Biofuel","Biofuel (unspecified)","7","","132"
"1261","Mexico","","","","Ethanol","Ethanol","Ethanol","5","","162"
"1262","Mexico","","","","Maize","Maize","Maize","3","MEXX001","162"
"1263","Mexico","","","","Maíz, excepto palomero y para siembra","Maíz, excepto palomero y para siembra","Maize","3","MEXQ009","162"
"1264","Mexico","","","","TRIGO:  Trigo duro;  Los demás de trigo","Trigo. Trigo duro. Los demás de trigo","Wheat","1","MEXQ007","162"
"1265","Mexico","","","","Wheat","Wheat","Wheat","1","MEXX003","162"
"1311","Nigeria","","","","Ethanol","Ethanol","Ethanol","5","","182"
"1375","Philippines","","","","Biodiesel - Fatty Acid Methyl Ester (FAME) or mono-alkyl ester delivered from vegetable oil, or animal fats and other biomass-derived oils that shall be technically proven and approved by the DOE for use in diesel engines, with quality specifications in a","Biodiesel","Biodiesel","6","","196"
"1376","Philippines","","","","Bioethanol fuel - ethanol (C2H30H) produced from feedstock and other biomass","Ethanol","Ethanol","5","","196"
"1377","Philippines","","","","Corn","Corn","Maize","3","PHLQ012","196"
"1378","Philippines","","","","Rice","Rice","Rice","2","PHLQ013","196"
"1459","Republic of Korea","","","","Biodiesel","Biodiesel","Biodiesel","6","","202"
"1460","Republic of Korea","","","","Maize (Corn /For feeding), Maize (For popcorn), Maize (Excluding seeds, feeds and popcorn), Maize (Groats and meal), Other maize (Excluding rolled or flaked /Worked), Maize (Starch), Sweet-corn (Excluding seed/Dried)","Maize (Corn /For feeding), Maize (For popcorn), Maize (Excluding seeds, feeds and popcorn), Maize (Groats and meal), Other maize (Excluding rolled or flaked /Worked), Maize (Starch), Sweet-corn (Excluding seed/Dried)","Maize","3","KORQ040","202"
"1461","Republic of Korea","","","","Maize (Corn /For seed), Sweet-corn (For seed/Dried)","Maize (Corn /For seed), Sweet-corn (For seed/Dried)","Maize","3","KORQ039","202"
"1462","Republic of Korea","","","","Rice","Rice","Rice","2","KORQ041","202"
"1463","Republic of Korea","","","","Soya beans (Whether or not broken)","Soya beans (Whether or not broken)","Soybeans","4","KORQ052","202"
"1464","Republic of Korea","","","","Wheat Starch, Other starches, Inulin","Wheat starch, other starches, Inulin","Wheat","1","KORQ048","202"
"1575","Russian Federation","","","","Biofuel","Biofuel","Biofuel (unspecified)","7","","204"
"1724","South Africa","","","","Biodiesel means a renewable fuel derived from vegetable or animal matter which conforms to the South African National Standard, Automotive Biodiesel - Fatty acid methil esters (FAME) for diesel engines - Requirements and test methods, SANS 1935, and the S","Biodiesel","Biodiesel","6","","227"
"1725","South Africa","","","","Ethanol derived from vegetable matter which conforms to the South African National Standard, standard specification specification for denatured fuel ethanol for blending with gasolines for use as automotive spark ignition engine fuel, SANS 465.","Ethanol","Ethanol","5","","227"
"1726","South Africa","","","","Maize and maize products","Maize and maize products","Maize","3","ZAFX025","227"
"1727","South Africa","","","","Maize or maize equivalent","Maize or maize equivalent","Maize","3","ZAFQ029","227"
"1728","South Africa","","","","Oilcake","Oilcake","Soybeans","4","ZAFQ051","227"
"1729","South Africa","","","","Oilseeds","Oilseeds","Soybeans","4","ZAFX027","227"
"1730","South Africa","","","","Soya beans","Soya beans","Soybeans","4","ZAFQ033","227"
"1731","South Africa","","","","Vegetable oils","Vegetable oils","Soybeans","4","ZAFX031","227"
"1732","South Africa","","","","Wheat and wheat products","Wheat and wheat products","Wheat","1","ZAFX022","227"
"1733","South Africa","","","","Wheat or wheat equivalent","Wheat or wheat equivalent","Wheat","1","ZAFQ025","227"
"1734","Spain","","","","Biodiesel","Biodiesel","Biodiesel","6","","229"
"1736","Spain","","","","Biofuel","Biofuel","Biofuel (unspecified)","7","","229"
"1737","Spain","","","","Ethanol","Ethanol","Ethanol","5","","229"
"1808","Thailand","","","","Biodiesel","Biodiesel","Biodiesel","6","","240"
"1809","Thailand","","","","Ethanol","Ethanol","Ethanol","5","","240"
"1810","Thailand","","","","Ethanol, E20","Ethanol, E20","Ethanol","5","","240"
"1811","Thailand","","","","Maize, for seed and other","Maize, for seed and other","Maize","3","THAQ011","240"
"1812","Thailand","","","","Rice","Rice","Rice","2","THAX099","240"
"1813","Thailand","","","","Rice (including paddy, broken)","Rice (including paddy, broken)","Rice","2","THAQ012","240"
"1814","Thailand","","","","Soya bean cake","Soya bean cake","Soybeans","4","THAQ021","240"
"1815","Thailand","","","","Soya beans, edible and inedible, whether or not broken","Soya beans, edible and inedible, whether or not broken","Soybeans","4","THAQ013","240"
"1946","Turkey","","","","Biodiesel","Biodiesel","Biodiesel","6","","249"
"1947","Turkey","","","","Ethanol","Ethanol","Ethanol","5","","249"
"1948","Turkey","","","","Maize","Maize","Maize","3","TURX025","249"
"1949","Turkey","","","","Maize oil (Refined)","Maize oil (Refined)","Maize","3","TURX032","249"
"1950","Turkey","","","","Semolina","Semolina","Wheat","1","TURX027","249"
"1951","Turkey","","","","Wheat","Wheat","Wheat","1","TURX023","249"
"1952","Turkey","","","","Wheat flour","Wheat flour","Wheat","1","TURX026","249"
"1953","United Kingdom","","","","Biodiesel (A diesel quality liquid fuel derived from biomass or waste cooking oils, the ester content of which is not less than 96.5% by weight; and the sulphur content of which does not exceed 0.005 per cent by weight, or is nil), bioethanol (A liquid fu","Biofuel","Biofuel (unspecified)","7","","256"
"1954","United Kingdom","","","","Biodiesel, a diesel quality liquid fuel derived from biomass or waste cooking oils, the ester content of which is not less than 96.5% by weight; and the sulphur content of which does not exceed 0.005 per cent by weight, or is nil","Biodiesel","Biodiesel","6","","256"
"1955","United Kingdom","","","","Bioethanol, a liquid fuel consisting of ethanol produced from biomass and is capable of being used for the same purposes as light oil. The liquid does not include any substance that is gaseous at a temperature of 15C and under a pressure of 1013.25 millib","Bioethanol","Ethanol","5","","256"
"1957","Ukraine","1001100090","","HS2007","Wheat and meslin. - Durum wheat. -- Other.","(-) Durum wheat","Wheat","1","","254"
"1960","Ukraine","1001909900","","HS2007","Wheat and meslin. - Other. -- Other spelt: --- Other.","(-) Other spelt","Wheat","1","","254"
"2064","Ukraine","","","","Biodiesel","Biodiesel","Biodiesel","6","","254"
"2066","Ukraine","","","","Durum wheat (except for sowing); other wheat and meslin (except for sowing)","Durum wheat (except for sowing); other wheat and meslin (except for sowing)","Wheat","1","UKRR002","254"
"2067","Ukraine","","","","Ethanol","Ethanol","Ethanol","5","","254"
"2068","Ukraine","","","","Maize","Maize","Maize","3","UKRR001","254"
"2124","United States of America","","","","2nd generation biofuels (Ethanol). Second generation biofuel is defined as liquid fuel produced from any lignocellulosic or hemicellulosic matter that is available on a renewable basis or any cultivated algae, cyanobacteria, or lemna. To qualify, fuel mus","2nd generation biofuels (Ethanol)","Ethanol","5","","259"
"2125","United States of America","","","","2nd generation biofuels (Non-ethanol). Second generation biofuel is defined as liquid fuel produced from any lignocellulosic or hemicellulosic matter that is available on a renewable basis or any cultivated algae, cyanobacteria, or lemna. To qualify, fuel","2nd generation biofuels (Non-ethanol)","Biofuel (unspecified)","7","","259"
"2126","United States of America","","","","2nd generation biofuels. Second generation biofuel is defined as liquid fuel produced from any lignocellulosic or hemicellulosic matter that is available on a renewable basis or any cultivated algae, cyanobacteria, or lemna. To qualify, fuel must also mee","2nd generation biofuels","Biofuel (unspecified)","7","","259"
"2127","United States of America","","","","Advanced Biofuel, biofuels other than corn-based ethanol with GHG savings >50%","Advanced biofuels","Biofuel (unspecified)","7","","259"
"2129","United States of America","","","","Agriculturally derived, denatured ethanol","Ethanol","Ethanol","5","","259"
"2130","United States of America","","","","Biodiesel","Biodiesel","Biodiesel","6","","259"
"2131","United States of America","","","","Biodiesel is defined as fuel that is derived from vegetable oils or animal fats and conforms to ASTM D6751 specifications for use in diesel engines and results in employment at a manufacturing facility for biodiesel fuel.","Biodiesel","Biodiesel","6","","259"
"2132","United States of America","","","","Biodiesel means renewable, biodegradable, monoalkyl ester combustible liquid fuel that is derived from agricultural plant oils or animal fats and that meets ASTM  D6751 standard specification. Blended biodiesel contains at least 2% biodiesel.","Biodiesel","Biodiesel","6","","259"
"2133","United States of America","","","","Biodiesel or renewable diesel defined as a diesel fuel substitute produced from non-petroleum renewable sources, including vegetable oils and animal fats, meets the federal registration requirements for fuels and fuel additives and ASTM specification D975","Biodiesel","Biodiesel","6","","259"
"2134","United States of America","","","","Biodiesel that meets the requirements of ASTM specification D6751.","Biodiesel","Biodiesel","6","","259"
"2135","United States of America","","","","Biodiesel, B1 to B10","Biodiesel, B1 to B10","Biodiesel","6","","259"
"2136","United States of America","","","","Biodiesel, B100","Biodiesel, B100","Biodiesel","6","","259"
"2137","United States of America","","","","Biodiesel, B100. Biodiesel that meets the requirements of ASTM specification D6751.","Biodiesel, B100","Biodiesel","6","","259"
"2138","United States of America","","","","Biodiesel, B20","Biodiesel, B20","Biodiesel","6","","259"
"2139","United States of America","","","","Biodiesel, B5 and higher blends","Biodiesel, B5 and higher blends","Biodiesel","6","","259"
"2140","United States of America","","","","Biodiesel, B5 and higher blends. Biodiesel is defined as a fuel composed of mono-alkyl esters of long chain fatty acids derived from vegetable oils or animal fats and meets ASTM D6571 specification.","Biodiesel, B5 and higher blends","Biodiesel","6","","259"
"2141","United States of America","","","","Biodiesel, B>10","Biodiesel, B>10","Biodiesel","6","","259"
"2142","United States of America","","","","Biodiesel, fuel comprised of mono-alkyl esters of long chain fatty acids derived from renewable resources and meeting the requirements of ASTM specification D6751, or a diesel fuel substitute produced from non-petroleum renewable resources such as vegetab","Biodiesel","Biodiesel","6","","259"
"2143","United States of America","","","","Biodiesel, motor vehicle fuel derived from vegetable oil, animal fat, or other non-petroleum resources, that is designated as B100 and complies with ASTM specification D6751.","Biodiesel","Biodiesel","6","","259"
"2144","United States of America","","","","Biomass-based Biodiesel, biodiesel with GHG savings >50%","Biomass-based diesel","Biodiesel","6","","259"
"2145","United States of America","","","","Cellulosic Biofuel, lignocellulosic biofuel with GHG saving >60%","Cellulosic biofuel","Biofuel (unspecified)","7","","259"
"2146","United States of America","","","","Cellulosic biofuel includes fuel derived from cellulose, hemicellulose, or lignin derived from renewable biomass that yields at least a 60% reduction in lifecycle greenhouse gas (GHG) emissions relative to the average lifecycle GHG emissions for petroleum","Cellulosic biofuel","Biofuel (unspecified)","7","","259"
"2147","United States of America","","","","Cellulosic ethanol","Cellulosic ethanol","Ethanol","5","","259"
"2148","United States of America","","","","Cellulosic-based ethanol that meets ASTM specification D4806.","Cellulosic-based ethanol","Ethanol","5","","259"
"2149","United States of America","","","","Corn-based ethanol","Corn-based ethanol","Ethanol","5","","259"
"2150","United States of America","","","","Denatured ethanol.","Denatured ethanol","Ethanol","5","","259"
"2151","United States of America","","","","Ethanol","Ethanol","Ethanol","5","","259"
"2152","United States of America","","","","Ethanol denatured, 99% pure, distilled from cereal grains.","Ethanol","Ethanol","5","","259"
"2153","United States of America","","","","Ethanol is defined an ethyl alcohol that has a purity of at least 99%, exclusive of added denaturants; meets U.S. Bureau of Alcohol, Tobacco, Firearms, and Explosives and ASTM specification D4806.","Ethanol","Ethanol","5","","259"
"2154","United States of America","","","","Ethanol that meet ASTM specification D4806.","Ethanol","Ethanol","5","","259"
"2155","United States of America","","","","Ethanol, E10","Ethanol, E10","Ethanol","5","","259"
"2156","United States of America","","","","Ethanol, E15","Ethanol, E15","Ethanol","5","","259"
"2157","United States of America","","","","Ethanol, E15 or lower blends","Ethanol, E15 or lower blends","Ethanol","5","","259"
"2158","United States of America","","","","Ethanol, E70 and higher blends. Ethanol defined as denatured ethanol fuel that is suitable for use in a spark-ignition engine when mixed with gasoline and must meet ASTM D5798 specification.","Ethanol, E70 and higher blends","Ethanol","5","","259"
"2159","United States of America","","","","Ethanol, E70-E90","Ethanol, E70-E90","Ethanol","5","","259"
"2160","United States of America","","","","Ethanol, E85","Ethanol, E85","Ethanol","5","","259"
"2161","United States of America","","","","Ethanol, fuel that is derived from an agricultural source and that meets ASTM specification D4806.","Ethanol","Ethanol","5","","259"
"2162","United States of America","","","","Ethanol, specified as ethyl tertiary butyl ether.","Ethanol","Ethanol","5","","259"
"2163","United States of America","","","","Renewable diesel is defined as liquid fuel derived from biomass that meets EPA's fuel registration requirements and ASTM specifications D975 or D396; the definition of renewable diesel does not include any fuel derived from co-processing biomass with a fe","Renewable diesel","Biodiesel","6","","259"
"2164","United States of America","","","","Renewable diesel, diesel fuel that is derived predominantly from renewable biomass and yields at least a 50% reduction in lifecycle greenhouse gas (GHG) emissions relative to the average lifecycle GHG emissions for petroleum-based diesel fuel sold in 2005","Renewable diesel","Biodiesel","6","","259"
"2165","United States of America","","","","Renewable fuel, includes all types of biofuel","Renewable fuel","Biofuel (unspecified)","7","","259"
"2166","United States of America","","","","Rice","Rice","Rice","2","USAX003","259"
"2167","United States of America","","","","Vegetable oils","Vegetable oils","Soybeans","4","USAX004","259"
"2168","United States of America","","","","Wheat","Wheat","Wheat","1","USAX001","259"
"2247","Viet Nam","","","","Bio-fuel, traditional petrol mixed with a certain amount of ethanol","Ethanol","Ethanol","5","","264"
"2248","Viet Nam","","","","Ethanol","Ethanol","Ethanol","5","","264"
"2253","China","1001100001","","HS2007","Wheat and meslin. - Durum wheat.","(-) Durum wheat","Wheat","1","","53"
"2255","China","1001100090","","HS2007","Wheat and meslin. - Durum wheat.","(-) Durum wheat","Wheat","1","","53"
"2256","India","10011010","","HS2007","Durum wheat","(-) Durum wheat","Wheat","1","","115"
"2257","India","10011090","","HS2007","Durum wheat","(-) Durum wheat","Wheat","1","","115"
"2258","China","1001110001","","HS2012","Wheat and meslin. - Durum wheat : -- Seed(in-quota).","(-) Durum wheat seed","Wheat","1","","53"
"2259","China","1001110090","","HS2012","Wheat and meslin. - Durum wheat : -- Seed(out-quota).","(-) Durum wheat seed","Wheat","1","","53"
"2260","China","1001190001","","HS2012","Wheat and meslin. - Durum wheat : -- Other(in-quota).","(-) Durum wheat","Wheat","1","","53"
"2261","China","1001190090","","HS2012","Wheat and meslin. - Durum wheat : -- Other(out-quota).","(-) Durum wheat","Wheat","1","","53"
"2262","India","10019010","","HS2007","Spelt, common wheat and meslin","Wheat and meslin (-)","Wheat","1","","115"
"2263","China","1001901001","","HS2007","Wheat and meslin. - Other. -- Seed.","(-) Durum wheat seed","Wheat","1","","53"
"2264","China","1001901090","","HS2007","Wheat and meslin. - Other. -- Seed.","(-) Durum wheat seed","Wheat","1","","53"
"2265","India","10019020","","HS2007","Spelt, common wheat and meslin","Wheat and meslin (-)","Wheat","1","","115"
"2266","India","10019031","","HS2007","Spelt, common wheat and meslin","Wheat and meslin (-)","Wheat","1","","115"
"2267","India","10019039","","HS2007","Spelt, common wheat and meslin","Wheat and meslin (-)","Wheat","1","","115"
"2268","China","1001909001","","HS2007","Wheat and meslin. - Other. -- Other.","Wheat and meslin (-)","Wheat","1","","53"
"2269","China","1001909090","","HS2007","Wheat and meslin, other","Wheat and meslin (-)","Wheat","1","","53"
"2270","China","1001910001","","HS2012","Wheat and meslin. - Other : -- Seed(in-quota).","Wheat and meslin (-) Seed","Wheat","1","","53"
"2271","China","1001910090","","HS2012","Wheat and meslin. - Other : -- Seed(out-quota).","Wheat and meslin (-) Seed","Wheat","1","","53"
"2272","China","1001990001","","HS2012","Wheat and meslin. - Other : -- Other(in-quota).","Wheat and meslin (-)","Wheat","1","","53"
"2273","China","1001990090","","HS2012","Wheat and meslin. - Other : -- Other(out-quota).","Wheat and meslin (-)","Wheat","1","","53"
"2274","China","10051000","","HS2012","Maize (corn). - Seed.","Maize (corn) seed","Maize","3","","53"
"2275","China","1005100001","","HS2007","Maize (corn). - Seed.","Maize (corn) seed","Maize","3","","53"
"2276","China","1005100090","","HS2007","Maize (corn). - Seed.","Maize (corn) seed","Maize","3","","53"
"2277","Argentina","10059000","","HS2007","Maize (excl. seed)","Maize (corn) (excl. seed)","Maize","3","","12"
"2278","China","10059000","","HS2012","Maize (corn). - Other.","Maize (corn)","Maize","3","","53"
"2279","China","1005900001","","HS2007","Maize (corn). - Other.","Maize (corn)","Maize","3","","53"
"2280","China","1005900090","","HS2007","Maize (corn). - Other.","Maize (corn)","Maize","3","","53"
"2281","","1006","","HS2007","Rice","Rice","Rice","2","",""
"2284","China","10061011","","HS2012","Rice. - Rice in the husk (paddy or rough). --- Seed. ---- Long grain.","(-) Long grain rice in the husk (paddy or rough) seed","Rice","2","","53"
"2285","China","1006101101","","HS2007","Rice. - Rice in the husk (paddy or rough). --- Seed. ---- Long grain.","(-) Rice in the husk (paddy or rough). Shien rice seed","Rice","2","","53"
"2286","China","1006101190","","HS2007","Rice. - Rice in the husk (paddy or rough). --- Seed. ---- Long grain.","(-) Rice in the husk (paddy or rough). Shien rice seed","Rice","2","","53"
"2287","China","1006101901","","HS2007","Rice. - Rice in the husk (paddy or rough). --- Seed. ---- Other.","(-) Rice in the husk (paddy or rough). Seed","Rice","2","","53"
"2288","China","1006101990","","HS2007","Rice. - Rice in the husk (paddy or rough). --- Seed. ---- Other.","(-) Rice in the husk (paddy or rough). Seed","Rice","2","","53"
"2289","China","1006109101","","HS2007","Rice. - Rice in the husk (paddy or rough). --- Other. ---- Long grain.","(-) Rice in the husk (paddy or rough). Shien rice (long grain, non-glutinous rice)","Rice","2","","53"
"2290","China","1006109190","","HS2007","Rice. - Rice in the husk (paddy or rough). --- Other. ---- Long grain.","(-) Rice in the husk (paddy or rough). Shien rice (long grain, non-glutinous rice)","Rice","2","","53"
"2291","China","10061099","","HS2012","Rice. - Rice in the husk (paddy or rough). --- Other. ---- Other.","(-) Rice in the husk (paddy or rough) (-)","Rice","2","","53"
"2292","China","1006109901","","HS2007","Rice. - Rice in the husk (paddy or rough). --- Other. ---- Other.","(-) Rice in the husk (paddy or rough)","Rice","2","","53"
"2293","China","1006109990","","HS2007","Rice. - Rice in the husk (paddy or rough). --- Other. ---- Other.","(-) Rice in the husk (paddy or rough)","Rice","2","","53"
"2294","China","10062010","","HS2012","Rice. - Husked (brown) rice. --- Long grain.","(-) Husked (brown) rice. Long grain","Rice","2","","53"
"2295","China","1006201001","","HS2007","Rice. - Husked (brown) rice. --- Long grain.","(-) Husked (brown) rice. Shien rice (long grain, non-glutinous rice)","Rice","2","","53"
"2296","China","1006201090","","HS2007","Rice. - Husked (brown) rice. --- Long grain.","(-) Husked (brown) rice. Shien rice (long grain, non-glutinous rice)","Rice","2","","53"
"2297","China","10062090","","HS2012","Rice. - Husked (brown) rice. --- Other.","(-) Husked (brown) rice","Rice","2","","53"
"2298","China","1006209001","","HS2007","Rice. - Husked (brown) rice. --- Other.","(-) Husked (brown) rice","Rice","2","","53"
"2299","China","1006209090","","HS2007","Rice. - Husked (brown) rice. --- Other.","(-) Husked (brown) rice","Rice","2","","53"
"2300","China","10063010","","HS2012","Rice. - Semi-milled or wholly milled rice, whether or not polished or glazed. --- Long grain.","(-) Semi/wholly milled long grain rice","Rice","2","","53"
"2301","China","1006301001","","HS2007","Rice. - Semi-milled or wholly milled rice, whether or not polished or glazed.","(-) Semi/wholly milled Shien rice (long grain, non-glutinous rice)","Rice","2","","53"
"2302","China","1006301090","","HS2007","Rice. - Semi-milled or wholly milled rice, whether or not polished or glazed. --- Long grain.","(-) Semi/wholly milled Shien rice (long grain, non-glutinous rice)","Rice","2","","53"
"2303","China","10063090","","HS2012","Rice. - Semi-milled or wholly milled rice, whether or not polished or glazed. --- Other.","(-) Semi/wholly milled rice","Rice","2","","53"
"2304","China","1006309001","","HS2007","Rice. - Semi-milled or wholly milled rice, whether or not polished or glazed. --- Other.","(-) Semi/wholly milled Shien rice (long grain, non-glutinous rice)","Rice","2","","53"
"2305","China","1006309090","","HS2007","Rice. - Semi-milled or wholly milled rice, whether or not polished or glazed. --- Other.","(-) Semi/wholly milled Shien rice (long grain, non-glutinous rice)","Rice","2","","53"
"2306","China","10064010","","HS2012","Rice. - Broken rice. --- Long grain.","(-) Long grain broken rice","Rice","2","","53"
"2307","China","1006401001","","HS2007","Rice. - Broken rice. --- Long grain.","(-) Broken Shien (long grain, non-glutinous rice) rice","Rice","2","","53"
"2308","China","1006401090","","HS2007","Rice. - Broken rice. --- Long grain.","(-) Broken Shien (long grain, non-glutinous rice) rice","Rice","2","","53"
"2309","China","10064090","","HS2012","Rice. - Broken rice. --- Other.","(-) Broken rice","Rice","2","","53"
